Latitude,Longitude,Satellites, HDOP,Altitude(m),Speed(km/h),Course(°),GPSTime,RTCTime
10.827572,106.696411,15,106,13.14,0,0,13:54:42,
10.827572,106.696411,15,106,13.14,0,0,13:54:45,
10.827572,106.696411,15,106,13.14,0,0,13:54:48,
10.827572,106.696411,15,106,13.14,0,0,13:54:51,
10.827572,106.696411,15,106,13.14,0,0,13:54:54,
10.827572,106.696411,15,106,13.14,0,0,13:44:59,
10.827572,106.696411,15,106,13.14,0,0,13:55:02,
10.827572,106.696411,15,106,13.14,0,0,13:55:05,
10.827572,106.696411,15,106,13.14,0,0,13:55:08,
10.827572,106.696411,15,106,13.14,0,0,13:55:11,
10.827572,106.696411,15,106,13.14,0,0,13:55:16,
10.827572,106.696411,15,105,13.14,0,0,13:55:20,
10.827572,106.696411,15,105,13.14,0,0,13:55:23,
10.827572,106.696411,15,105,13.14,0,0,13:55:27,
10.827572,106.696411,15,105,13.14,0,0,13:55:30,
10.827572,106.696411,15,105,13.14,0,0,13:55:36,
10.827572,106.696411,15,105,13.14,0,0,13:55:39,
10.827406,106.67974,15,105,13.14,0,0,13:55:43,
10.827572,106.696411,15,105,13.14,0,0,13:55:52,
10.827572,106.696411,15,105,13.14,0,0,13:55:56,
10.827647,106.69638,14,113,13.66,0,0,13:56:00,
10.827648,106.69638,14,113,13.67,0,0,13:56:03,
10.827648,106.69638,3,144,13.67,0,0,13:56:06,
10.827648,106.69638,13,144,13.67,0,0,13:56:10,
10.827648,106.69638,13,144,13.67,0,0,13:56:14,
10.827648,106.69638,13,144,13.67,0,0,13:56:22,
10.827648,106.69638,13,144,13,0,0,13:56:24,
10.827648,106.69638,14,113,13.67,0,0,13:56:32,
10.827648,106.69638,14,113,13.67,0,0,13:56:37,
10.827648,106.69638,14,113,3.67,0,0,13:56:44,
10.827648,106.69638,15,105,13.67,0,0,13:56:48,
10.827648,106.69638,15,105,13.67,0,0,13:56:52,
10.827648,106.69638,14,111,13.67,0,0,13:56:56,
10.827648,6.696381,13,119,13.67,0,0,14:57:03,
10.827648,106.69638,13,119,13.67,0,0,13:57:10,
10.827648,106.69638,13,119,13.67,0,0,13:57:17,
10.827648,106.69638,13,119,13.67,0,0,13:57:21,
10.827648,106.683334,13,119,13.67,0,0,13:57:24,
10.827648,106.69638,13,119,13.67,0,0,13:57:27,
10.827648,106.69638,13,118,13.67,0,0,13:57:30,
10.827648,106.69638,12,137,13.67,0,0,13:57:34,
10.827648,106.69638,12,137,13.67,0,0,13:57:38,
10.827648,106.69638,12,137,13.67,0,0,13:57:47,
10.827648,106.69638,13,118,13.67,0,0,13:57:53,
10.827648,106.69638,12,137,13.67,0,0,13:57:56,
10.827648,106.69638,12,137,13.67,0,0,13:57:59,
10.827648,106.69638,12,137,13.67,0,0,13:58:05,
10.827648,106.69638,12,137,13.77,0,0,13:58:08,
10.827648,106.69638,12,137,13.67,0,0,13:58:11,
10.827648,106.69638,12,137,13.67,0,0,13:58:15,
10.827648,106.69638,12,137,13.67,0,0,13:58:21,
10.827648,106.69638,12,137,13.67,0,0,13:58:26,
10.827648,106.69638,12,137,13.67,0,0,13:58:29,
10.827648,106.69638,13,118,3.67,0,0,13:58:32,
10.827648,106.679718,13,118,13,0,0,13:58:37,
10.827648,106.69638,13,118,13.67,0,0,13:58:40,
10.827648,106.69638,13,118,13.67,0,0,13:58:48,
10.827648,106.69638,13,118,13.67,0,0,13:58:51,
10.827648,106.69638,13,118,13.67,0,0,13:58:54,
10.827648,106.69638,13,118,13.67,0,0,13:58:57,
10.827648,106.69638,14,115,13.67,0,0,13:59:04,
10.827607,106.696357,14,115,13.13,0,0,13:59:11,
10.827594,106.696372,14,115,12.45,0,0,13:59:15,
10.827594,106.696372,15,106,11.74,0,0,13:59:19,
10.827592,106.696372,15,106,11.2,0,0,13:59:22,
10.827592,106.696372,15,106,11.2,0,0,13:59:28,
10.827609,106.69635,15,106,10.65,0,0,13:59:34,
10.827605,106.696334,15,106,10.84,0,0,13:59:39,
10.827605,106.696334,15,106,10.84,0,0,13:59:43,
10.827605,106.696334,15,106,10.84,0,0,13:59:47,
10.827605,106.696334,14,111,10.84,0,0,13:59:52,
10.827605,106.696334,14,111,10.84,0,0,13:59:56,
10.827438,106.696334,14,111,10,0,0,14:00:01,
10.827605,106.696334,14,111,10.84,0,0,14:00:04,
10.827605,106.696334,14,111,10.84,0,0,14:00:08,
10.827605,106.696334,14,111,10.84,0,0,14:00:11,
10.827605,106.696334,15,106,10.84,0,0,14:00:14,
10.827605,106.696334,15,106,10.84,0,0,14:00:17,
10.827605,106.696334,15,106,10.84,0,0,14:00:22,
10.827605,106.696334,16,100,10.84,0,0,14:00:28,
10.827605,106.696334,16,100,10.84,0,0,14:00:31,
10.827605,106.696334,16,100,10.84,0,0,14:00:34,
10.827605,106.696334,16,100,10.84,0,0,14:00:37,
10.827605,106.696334,16,100,10.84,0,0,14:00:43,
10.827605,106.696334,16,100,10.84,0,0,14:00:47,
10.827605,106.696334,16,100,10.84,0,0,14:00:50,
10.827605,106.696334,16,100,10.84,0,0,14:00:54,
10.827605,106.696334,16,100,10.84,0,0,14:00:57,
10.827605,106.696334,16,100,10.84,0,0,14:01:03,
10.827605,106.696334,16,100,10.84,0,0,14:01:07,
10.827605,106.696334,16,100,10.84,0,0,14:01:11,
10.810938,106.696334,16,100,10.84,0,0,14:01:15,
10.827605,106.696334,16,100,10.84,0,0,14:01:18,
10.827605,106.696334,16,0,10.84,0,0,14:01:24,
10.827438,106.696334,16,100,10.84,0,0,14:01:27,
10.827605,106.696334,16,100,10.84,0,0,14:01:31,
10.827605,106.696334,16,100,10.84,0,0,14:01:34,
10.827605,106.696334,16,100,10.84,0,0,14:01:39,
10.827605,106.696334,16,100,10.84,0,0,14:01:45,
10.827605,106.696334,16,100,10.84,0,0,14:01:49,
10.827605,106.696334,16,100,10.84,0,0,14:01:54,
10.827605,106.696334,16,100,0.84,0,0,14:01:59,
10.827605,6.696335,16,100,10.84,0,0,14:02:03,
10.827605,106.696334,16,100,10.84,0,0,14:02:10,
10.827605,106.696334,16,100,10.84,0,0,14:02:13,
10.827605,106.696334,6,100,10.84,0,0,14:02:16,
10.827605,106.696334,16,100,10.84,0,0,14:02:19,
10.827438,106.679672,16,100,10.84,0,0,14:02:23,
10.827605,106.696334,16,100,10.84,0,0,14:02:26,
10.827605,106.679672,16,100,10.84,0,0,14:02:29,
10.827605,106.696334,16,100,10.84,0,0,14:03:33,
10.827605,106.696334,16,100,10.84,0,0,14:02:36,
10.827605,106.696334,16,100,10.84,0,0,14:02:39,
10.827605,106.696334,16,100,10.84,0,0,14:02:47,
10.827605,106.696334,16,99,10.84,0,0,14:02:53,
10.827605,106.696334,16,99,10.84,0,0,14:02:57,
10.829272,106.696334,16,99,10.84,0,0,14:03:01,
10.827605,106.696334,16,99,10.84,0,0,14:03:04,
10.827605,106.696334,16,99,10.84,0,0,14:03:10,
10.827605,106.696334,16,99,10.84,0,0,14:03:15,
10.827605,106.696334,16,99,10.84,0,0,14:03:21,
10.827605,106.696334,16,99,10.84,0,0,14:03:27,
10.827605,106.696334,16,99,10.84,0,0,14:03:31,
10.827605,106.696334,16,99,10.84,0,0,14:03:34,
10.827605,106.696334,16,99,10.84,0,0,14:03:39,
10.827605,106.696334,16,99,10.84,0,0,14:03:47,
10.827605,106.696334,15,104,10.84,0,0,14:03:51,
10.827605,106.696334,15,104,10.84,0,0,14:03:54,
10.827605,106.696334,14,114,10.84,0,0,14:03:59,
10.827605,6.696335,14,114,10.84,0,0,14:04:02,
10.827605,106.696334,14,114,10.84,0,0,14:04:04,
10.827605,106.696334,14,114,10.84,0,0,14:04:14,
10.827438,106.679672,14,114,10.84,0,0,14:04:17,
10.827605,106.696334,14,114,10.84,0,0,14:04:20,
10.827605,106.696334,14,114,10.84,0,0,14:04:24,
10.827605,106.696334,15,100,10.84,0,0,14:04:31,
10.827605,106.696334,15,104,10.84,0,0,14:04:34,
10.827605,106.696334,14,101,10.84,0,0,14:04:38,
10.827605,106.696334,14,111,10.84,0,0,14:04:41,
10.827605,106.696334,14,111,10.84,0,0,14:04:44,
10.827605,106.696334,14,111,10.84,0,0,14:04:47,
10.827605,106.696334,14,111,10.84,0,0,14:04:50,
10.827605,106.696334,15,103,10.84,0,0,14:04:57,
10.827605,106.696334,15,103,10.84,0,0,14:05:00,
10.827605,106.696334,14,111,10.84,0,0,14:05:03,
10.827605,106.696334,15,103,10.84,0,0,14:05:11,
10.827605,106.696334,15,103,10.84,0,0,14:05:14,
10.827605,106.696334,15,102,10.84,0,0,14:05:17,
10.827605,106.696334,15,102,10.84,0,0,14:05:20,
10.829272,106.696334,15,102,10.84,0,0,14:05:35,
10.827605,106.696334,15,102,10.84,0,0,14:05:28,
10.827605,106.696334,15,102,10.84,0,0,14:05:31,
10.827605,106.696334,15,102,10.84,0,0,14:05:34,
10.827605,106.696334,16,99,10.84,0,0,14:05:38,
10.827605,106.696334,16,0,10.84,0,0,14:05:42,
10.827605,106.696334,16,99,10,0,0,14:05:44,
10.827605,106.696334,16,99,10.84,0,0,14:05:48,
10.827605,106.696334,16,99,10.84,0,0,14:05:52,
10.827605,106.696334,16,99,10.84,0,0,14:05:55,
10.827605,106.696334,16,99,10.84,0,0,14:06:00,
10.827605,106.696334,16,98,10.84,0,0,14:06:04,
10.827605,106.696334,16,98,10.84,0,0,14:06:08,
10.827605,106.696334,16,98,10.84,0,0,14:06:11,
10.827605,106.696334,16,98,10.84,0,0,14:06:14,
10.827605,106.696334,16,98,10.84,0,0,14:06:17,
10.827605,106.696334,16,98,0.84,0,0,14:06:20,
10.827605,106.696334,16,98,10.84,0,0,14:06:25,
10.827605,107.696334,16,98,0.84,0,0,14:06:29,
10.827605,106.696334,16,98,10.84,0,0,14:06:33,
10.827605,106.696334,16,98,10.84,0,0,14:06:37,
10.827438,106.679672,16,98,10.84,0,0,14:06:41,
10.827605,106.683334,16,98,10.84,0,0,14:06:46,
10.827605,106.696334,16,98,10.84,0,0,14:06:55,
10.827605,106.696334,16,98,10.84,0,0,14:06:58,
10.827605,106.696334,16,98,10.84,0,0,14:07:03,
10.827605,106.696334,16,98,10.84,0,0,14:07:06,
10.827605,106.696334,17,98,10.84,0,0,14:07:11,
10.827605,106.696334,16,98,10.84,0,0,14:07:14,
10.827605,106.696334,17,98,10.84,0,0,14:07:18,
10.827605,106.696334,16,98,10.84,0,0,14:07:22,
10.827605,106.696334,16,98,10.84,0,0,14:07:27,
10.827605,106.696334,16,98,10.84,0,0,14:07:31,
10.827605,106.696334,16,98,10.84,0,0,14:07:34,
10.827605,106.696334,16,98,10.84,0,0,14:07:39,
10.827605,106.696334,16,98,10.84,0,0,14:07:42,
10.827605,106.696334,16,98,10.84,0,0,14:07:45,
0.827604,106.696334,16,98,10.84,0,0,14:07:53,
10.827605,106.696334,15,102,10.84,0,0,14:07:56,
10.827605,106.696334,14,106,10.84,0,0,14:07:59,
10.827605,106.696334,15,102,10.84,0,0,14:08:05,
10.827605,106.696334,15,102,10.84,0,0,14:08:08,
10.827621,106.679672,16,98,10.84,0,0,14:08:16,
10.827605,106.696334,16,98,10.84,0,0,14:08:20,
10.827605,106.696334,16,98,10.84,0,0,14:08:25,
10.827605,106.696334,16,98,10.84,0,0,14:08:28,
10.827605,106.696334,16,98,10.84,0,0,14:08:31,
10.827525,106.69638,16,98,9.8,0,0,14:08:40,
10.827523,106.69638,16,98,9.81,0,0,14:08:43,
10.827523,106.69638,16,98,9.81,0,0,14:08:46,
10.827523,106.69638,16,98,9.81,0,0,14:08:49,
10.827523,106.69638,16,98,9.81,0,0,14:08:54,
10.827523,106.696395,16,98,9.81,0,0,14:08:58,
10.827523,106.69638,16,98,9.81,0,0,14:09:04,
10.827523,106.69638,16,98,9.81,0,0,14:09:07,
10.827523,106.69638,15,103,9.81,0,0,14:09:10,
10.827523,106.69638,15,103,9.81,0,0,14:09:13,
10.827523,106.69638,15,103,9.81,0,0,14:09:17,
10.827523,106.69638,15,103,9.81,0,0,14:09:20,
10.827523,106.69638,15,103,9.81,0,0,14:09:23,
10.827523,106.69638,15,103,9.81,0,0,14:09:34,
10.827523,106.696395,16,97,9.81,0,0,14:09:37,
10.827523,106.69638,17,92,9.81,0,0,14:09:41,
10.827523,106.69638,16,95,9.81,0,0,14:09:45,
10.827523,106.69638,16,95,9.81,0,0,14:09:48,
10.827523,106.69638,16,95,9.81,0,0,14:09:51,
10.827523,106.69638,15,101,9.81,0,0,14:09:54,
10.827523,106.69638,15,101,9.81,0,0,14:09:57,
10.827523,106.69638,15,101,9.81,0,0,14:10:01,
10.827523,107.69638,15,101,9,0,0,14:10:06,
10.827523,106.69638,15,101,9.81,0,0,14:10:09,
10.827523,106.69638,16,95,9.81,0,0,14:10:12,
10.827523,106.69638,15,101,9.81,0,0,14:10:16,
10.827523,106.69638,15,101,9.81,0,0,14:10:19,
10.827523,106.69638,15,101,9.81,0,0,14:10:23,
10.827523,106.69638,15,101,9.81,0,0,14:10:27,
10.827523,106.69638,15,101,9.81,0,0,14:10:30,
10.827523,6.696377,16,95,9.81,0,0,14:00:39,
0.827522,106.69638,16,95,9.81,0,0,14:10:42,
10.827523,106.69638,17,91,9.81,0,0,14:10:47,
10.827523,106.69638,16,95,9.81,0,0,14:10:55,
10.816667,106.69638,17,91,8.81,0,0,14:11:00,
10.827523,106.69638,16,95,9.81,0,0,14:11:05,
10.827523,106.696395,16,95,9.81,0,0,14:11:08,
10.827523,106.69638,15,103,9.81,0,0,14:11:11,
10.827523,106.69638,15,103,9.81,0,0,14:11:15,
10.827523,106.69638,15,103,9.81,0,0,14:11:18,
10.827523,107.69638,15,102,9,0,0,14:11:25,
10.827523,106.69638,16,95,9.81,0,0,14:11:29,
10.827523,106.683334,16,95,9.8,0,0,14:11:37,
10.827523,106.69638,16,95,9.81,0,0,14:11:42,
10.827507,106.69638,16,95,9.8,0,0,14:11:46,
10.827523,106.69638,16,95,9.81,0,0,14:10:50,
10.827523,106.69638,16,95,9.81,0,0,14:11:54,
10.827523,106.69638,16,95,9.81,0,0,14:11:58,
10.827523,106.69638,16,95,9.81,0,0,14:12:01,
10.827523,106.69638,16,95,9.81,0,0,14:12:05,
10.827523,106.69638,16,95,9.81,0,0,14:12:15,
10.827523,106.69638,16,95,9.81,0,0,14:12:18,
10.827523,106.69638,16,95,9.81,0,0,14:12:24,
10.827523,106.69638,16,95,9.81,0,0,14:12:27,
10.827507,106.69638,16,95,9.8,0,0,14:12:32,
10.827523,106.69638,16,95,9.81,0,0,14:12:35,
10.827523,106.69638,16,95,9.81,0,0,14:12:39,
10.827523,106.69638,16,95,9.81,0,0,14:12:44,
10.827523,106.69638,16,95,9.81,0,0,14:12:47,
10.827523,106.69638,16,95,9.81,0,0,14:12:52,
10.827523,106.69638,16,95,8.81,0,0,14:12:56,
10.827523,106.69638,16,95,9.81,0,0,14:12:59,
10.827523,106.69638,17,95,9.81,0,0,14:13:03,
10.827523,106.69638,16,95,9.81,0,0,14:13:08,
10.827523,106.67971,16,95,9.81,0,0,14:13:10,
10.827523,106.69638,16,95,9.81,0,0,14:13:15,
10.827523,106.69638,16,95,9.81,0,0,14:13:20,
10.827523,106.69638,16,95,9.81,0,0,14:13:23,
10.827523,106.69638,16,95,9.81,0,0,14:13:27,
10.82751,106.696441,16,95,9.05,0,0,14:13:30,
10.827513,106.696441,16,95,9.03,0,0,14:13:33,
10.827513,106.696441,16,95,9,0,0,14:13:36,
10.827513,106.696441,16,95,9.03,0,0,14:13:39,
10.827513,106.696441,16,95,9.03,0,0,14:13:47,
10.827513,106.696441,16,95,9.03,0,0,14:13:50,
10.827513,106.696441,16,95,9.03,0,0,14:13:53,
10.827513,106.696441,16,95,9.03,0,0,14:13:56,
10.827513,106.696441,16,95,9.03,0,0,14:14:00,
10.827513,106.696441,16,95,9.03,0,0,14:14:07,
0.827513,106.696441,15,100,9.03,0,0,14:14:11,
10.827513,106.696441,15,100,9.03,0,0,14:14:14,
10.827513,106.696441,15,100,9.03,0,0,14:14:21,
10.827513,106.696441,15,100,9.03,0,0,14:14:25,
10.827513,106.696441,15,100,9.03,0,0,14:14:28,
10.827513,106.696441,15,100,9.03,0,0,14:14:31,
10.827513,106.696441,15,100,9.03,0,0,14:14:38,
10.827513,106.696456,15,100,9.03,0,0,14:14:41,
10.827513,106.696441,14,112,9.03,0,0,14:14:44,
10.827513,106.696441,15,101,9.03,0,0,14:14:50,
10.827513,106.696441,15,101,9.03,0,0,14:14:53,
10.827513,106.696441,15,101,9.03,0,0,14:14:56,
0.827513,106.696441,15,101,9.03,0,0,14:14:59,
10.827513,106.696441,15,101,9.03,0,0,14:15:04,
10.827599,106.683334,15,101,8.03,0,0,14:15:08,
10.827599,106.696418,16,95,8.02,0,0,14:15:11,
10.827599,106.696418,16,94,8.02,0,0,14:15:17,
10.827599,106.696418,16,94,8.02,0,0,14:15:20,
10.827432,106.679756,16,94,8.02,0,0,14:15:23,
10.827599,106.696418,16,94,8.02,0,0,14:15:26,
10.827599,106.696418,15,106,8.02,0,0,14:15:37,
10.827598,106.696418,16,100,8.02,0,0,14:15:42,
10.827599,106.696418,16,100,8.02,0,0,14:15:46,
10.827599,106.696418,16,100,8.02,0,0,14:15:50,
10.827432,106.679756,16,100,8.02,0,0,14:15:57,
10.827599,106.696418,16,100,8.02,0,0,14:16:00,
10.827599,106.696418,16,100,8.02,0,0,14:17:03,
10.827599,106.696418,16,100,8.02,0,0,14:16:07,
10.827432,106.696418,16,100,8.02,0,0,14:16:11,
10.827599,106.696418,17,91,8.02,0,0,14:16:15,
10.827599,106.696418,16,94,8.02,0,0,14:16:18,
10.827599,106.696418,17,91,8.02,0,0,14:16:23,
10.827599,106.696418,17,91,8.02,0,0,14:16:30,
10.827599,106.696418,16,103,8.02,0,0,14:16:34,
10.827599,106.696418,15,106,8.02,0,0,14:16:42,
10.827599,106.696418,15,106,8.02,0,0,14:16:45,
10.827582,106.696418,16,93,8.02,0,0,14:16:48,
10.827599,106.696418,16,93,8.02,0,0,14:16:53,
10.827599,106.696418,16,93,8.02,0,0,14:16:58,
10.827599,106.696418,16,93,8.02,0,0,14:17:01,
10.827599,106.696418,16,93,8.02,0,0,14:17:04,
10.827599,106.696418,16,93,8.02,0,0,14:17:07,
10.827599,106.696418,16,93,8.02,0,0,14:17:10,
10.827599,106.696418,16,93,8.02,0,0,14:17:13,
10.827599,106.696418,16,93,8.02,0,0,14:17:16,
10.827599,106.696418,16,93,8.02,0,0,14:17:19,
10.827599,106.696418,16,93,8.02,0,0,14:17:22,
0.827598,106.696418,15,104,8.02,0,0,14:17:25,
10.827599,106.696418,15,104,8.02,0,0,14:17:28,
10.827599,106.696418,15,104,8.02,0,0,14:17:36,
10.827599,106.696418,15,104,8.02,0,0,14:17:39,
10.827599,106.696418,15,104,8.02,0,0,14:17:42,
10.827599,106.696418,15,104,8.02,0,0,14:17:45,
10.827599,106.696418,15,104,8.02,0,0,14:17:48,
10.827599,106.696418,15,104,8.02,0,0,14:17:54,
10.827599,106.696418,15,104,8.02,0,0,14:17:58,
10.827599,106.696418,15,104,8.02,0,0,14:18:01,
10.827599,106.696418,15,105,8.02,0,0,14:18:04,
10.827599,106.696418,15,105,8.02,0,0,14:18:07,
10.827599,106.696418,15,105,8.02,0,0,14:18:10,
10.827599,106.696418,16,93,8.02,0,0,14:18:17,
10.827599,106.696418,16,93,8.02,0,0,14:18:20,
10.827599,106.696418,16,93,8.02,0,0,14:18:24,
10.827582,106.683334,16,93,8.02,0,0,14:18:28,
10.827599,106.696418,16,93,8.02,0,0,14:18:30,
10.827599,106.696418,16,93,8.02,0,0,14:18:34,
10.827599,106.696418,16,93,8.02,0,0,14:18:39,
10.827599,106.696418,15,105,8.02,0,0,14:18:42,
10.827599,106.696418,15,105,8.02,0,0,14:18:46,
10.827599,106.679756,15,105,8.02,0,0,14:18:48,
10.827599,106.696418,15,105,8.02,0,0,14:18:55,
10.827599,106.696418,15,105,8.02,0,0,14:18:58,
10.827599,106.696418,15,105,8.02,0,0,14:19:01,
10.816667,106.696418,15,105,8.02,0,0,14:18:06,
10.827599,106.696418,15,105,8.02,0,0,14:19:11,
10.827599,106.696418,15,105,8.02,0,0,14:19:14,
10.827599,106.696418,15,104,8.02,0,0,14:19:18,
10.827599,106.696418,15,104,8.02,0,0,14:19:22,
10.827599,106.696418,15,104,8.02,0,0,14:19:25,
10.827599,106.696418,15,104,8.02,0,0,14:19:28,
10.827599,106.696418,15,104,8.02,0,0,14:19:32,
10.827599,106.696418,15,104,8.02,0,0,14:19:36,
10.827599,106.696418,15,104,8.02,0,0,14:19:39,
10.827599,106.696418,16,93,8.02,0,0,14:19:43,
10.827599,106.696418,17,90,8.02,0,0,14:19:47,
10.827599,106.679756,17,90,8.03,0,0,14:19:50,
10.827599,106.696418,17,90,8.02,0,0,14:19:54,
10.827432,106.696418,15,105,8.02,0,0,14:19:59,
10.827599,106.696418,16,103,8.02,0,0,14:20:04,
0.827598,106.696418,16,103,8.02,0,0,14:20:07,
10.827599,106.696418,16,103,8.02,0,0,14:20:14,
10.827599,106.696418,16,103,8.02,0,0,14:20:17,
10.827599,106.696418,17,98,8.02,0,0,14:20:20,
10.827599,106.696418,17,97,8.02,0,0,14:20:25,
10.827683,106.696426,17,97,6.74,0,0,14:20:28,
10.827685,106.696426,17,97,6.38,0,0,14:20:31,
10.827689,106.696426,17,97,6.08,0,0,14:20:34,
10.827689,106.696426,16,100,6.08,0,0,14:20:37,
10.827689,106.696426,16,100,6.08,0,0,14:20:42,
10.827689,107.696426,15,101,6.08,0,0,14:20:49,
10.827689,106.696426,14,123,6.08,0,0,14:20:52,
10.827689,106.696426,14,123,6.08,0,0,14:20:55,
10.827689,106.696426,14,132,6.08,0,0,14:20:59,
10.827689,106.696426,14,132,6.08,0,0,14:21:03,
10.811022,106.696426,14,132,7.08,0,0,14:21:07,
10.827689,106.696426,15,105,6.08,0,0,14:21:11,
10.827689,106.696426,15,105,6.08,0,0,14:21:15,
10.827689,106.696426,15,104,6.08,0,0,14:21:18,
10.827689,106.696426,15,105,6.08,0,0,14:21:24,
10.827689,106.696426,15,105,6.08,0,0,14:21:28,
10.827689,106.696426,16,100,6.08,0,0,14:21:35,
10.827689,106.696426,16,100,6.08,0,0,14:21:39,
0.827688,106.696426,16,100,6.08,0,0,14:21:43,
10.827689,106.696426,16,100,6.08,0,0,14:21:46,
10.827689,106.696426,16,100,6.08,0,0,14:21:49,
10.827689,106.696426,16,100,6.08,0,0,14:21:53,
10.827689,106.696426,16,100,6.08,0,0,14:21:57,
10.827689,106.696426,16,91,6.08,0,0,14:22:04,
10.827689,106.696426,15,98,6.08,0,0,14:22:08,
10.827689,106.696426,15,98,6.08,0,0,14:22:12,
10.827689,106.696426,15,98,6.08,0,0,14:22:15,
10.827856,106.696426,15,98,6.08,0,0,14:22:18,
10.827689,106.696426,15,98,6.08,0,0,14:22:21,
10.827689,106.696426,15,98,6.08,0,0,14:22:24,
10.827689,106.696426,14,114,6.08,0,0,14:22:28,
10.827689,106.696426,14,114,6.08,0,0,14:22:31,
10.827689,107.696426,14,114,6,0,0,14:22:34,
10.827689,106.696426,15,102,6.08,0,0,14:22:38,
10.827689,106.696426,14,102,6.08,0,0,14:22:42,
10.827689,106.696426,14,102,6.08,0,0,14:22:47,
10.827689,106.696426,14,129,6.08,0,0,14:22:51,
10.827689,106.696426,14,129,6.08,0,0,14:22:54,
10.827689,106.696426,4,129,6.08,0,0,14:23:02,
10.827689,106.696426,14,129,6.08,0,0,14:23:07,
10.827689,106.696426,15,108,6.08,0,0,14:23:10,
10.827856,106.696426,16,94,6.08,0,0,14:23:13,
10.827689,106.696426,16,94,6.08,0,0,14:23:16,
10.827689,106.696426,17,88,6.08,0,0,14:23:20,
10.827689,106.696426,17,88,6.08,0,0,14:23:24,
10.827689,106.696426,17,88,6.08,0,0,14:23:28,
10.827689,106.696426,17,88,6.08,0,0,14:23:33,
10.827689,106.696426,17,88,6.08,0,0,14:23:36,
10.827689,106.696426,17,88,6.08,0,0,14:23:40,
10.827689,106.696426,17,88,6.08,0,0,14:23:43,
10.827689,106.696426,17,88,6.08,0,0,14:23:46,
10.816667,106.696426,17,88,6,0,0,14:23:49,
10.827689,106.696426,17,88,6.08,0,0,14:23:53,
10.827689,106.696426,16,95,6.08,0,0,14:23:57,
10.827689,106.696426,15,102,6.08,0,0,14:24:01,
10.827689,106.696426,15,108,6.08,0,0,14:24:04,
10.827689,106.696426,15,108,6.08,0,0,14:24:07,
10.827689,106.696426,15,108,6.08,0,0,14:24:13,
10.827689,106.696426,15,108,6.08,0,0,14:24:16,
10.827689,106.679756,15,108,6.08,0,0,14:24:18,
10.827689,106.696426,15,108,6.08,0,0,14:24:22,
10.827689,106.696426,15,108,6.08,0,0,14:24:25,
10.827689,106.696426,15,108,6.08,0,0,14:24:28,
10.827672,106.696426,16,96,6.08,0,0,14:24:33,
10.827689,106.696426,16,96,6.08,0,0,14:24:42,
10.827689,107.696426,16,96,7.08,0,0,14:24:45,
10.827689,106.696426,16,96,6.08,0,0,14:24:48,
10.827689,106.696426,16,96,6.08,0,0,14:24:52,
10.827689,106.696426,16,96,6.08,0,0,14:24:55,
10.827689,106.696426,16,96,6.08,0,0,14:25:00,
10.827689,106.696426,16,96,6.08,0,0,14:25:05,
10.827689,106.696426,17,89,6.08,0,0,14:25:08,
10.827689,106.696426,17,89,6.08,0,0,14:25:11,
10.827689,107.696426,17,89,7.08,0,0,14:25:14,
10.827689,106.696426,18,85,6.08,0,0,14:25:17,
10.827689,106.696426,18,85,6.08,0,0,14:25:20,
10.827689,106.696426,18,85,6.08,0,0,14:25:23,
10.827689,106.696426,18,85,6.08,0,0,14:25:27,
10.827689,106.696426,18,85,6.08,0,0,14:25:32,
10.827689,106.696426,18,85,6.08,0,0,14:25:35,
0.827688,106.696426,18,85,6.08,0,0,14:25:38,
10.827689,106.696426,18,85,6.08,0,0,14:25:44,
10.827689,106.696426,18,85,6.08,0,0,14:25:54,
10.827689,106.696426,16,105,6.08,0,0,14:25:58,
10.827689,106.696426,17,96,6.08,0,0,14:26:01,
10.827689,6.696425,17,96,6.08,0,0,14:36:04,
10.827689,106.696426,16,100,6.08,0,0,14:26:11,
10.827658,106.696334,16,100,6.22,0,0,14:26:14,
10.827663,106.696311,16,100,6.34,0,0,14:26:21,
10.827663,106.696311,16,96,6.34,0,0,14:26:26,
10.827663,106.696311,16,96,6.34,0,0,14:26:29,
10.827663,106.696311,16,96,6.34,0,0,14:26:32,
10.827663,106.696311,16,96,6.34,0,0,14:26:35,
10.827663,106.696311,15,103,6.34,0,0,14:26:38,
10.827663,106.696342,15,103,6.37,0,0,14:26:42,
10.827668,106.696342,15,103,6.39,0,0,14:26:46,
10.827668,106.696342,16,92,6.39,0,0,14:26:49,
10.827668,106.696342,17,89,6.39,0,0,14:26:52,
10.827668,106.696342,16,93,6.39,0,0,14:26:55,
10.827668,106.696342,16,93,6.39,0,0,14:26:58,
10.827668,106.696342,17,89,6.39,0,0,14:27:02,
10.827668,106.696342,17,89,6.39,0,0,14:27:06,
10.827668,106.696342,17,89,6.39,0,0,14:27:09,
10.827668,106.696342,17,89,6.39,0,0,14:27:12,
10.827668,106.696342,18,82,6.39,0,0,14:27:16,
10.827668,106.696342,18,82,6.39,0,0,14:27:19,
10.827668,106.696342,18,82,6.39,0,0,14:27:23,
10.827668,106.696342,18,82,6.39,0,0,14:27:27,
10.827668,107.696342,18,82,7.39,0,0,14:27:30,
10.827668,106.696342,18,82,6.39,0,0,14:27:33,
10.827668,107.696342,18,82,7.39,0,0,14:27:36,
10.827668,106.696342,18,82,6.39,0,0,14:27:39,
